id,created_at,original_text,clean_text,polarity
1153787177437818882,Tue Jul 23 22:01:14 +0000 2019,"Me: Take good care of him :)

Them: We are currently bending and stressing it to see if it will break https://t.co/aOSjbyHFT3",Me Take good care Them We currently bending stressing see break https //t.co/aOSjbyHFT3,0.35
1153783251523162115,Tue Jul 23 21:45:38 +0000 2019,"The ""dark side"" lyric in Taylor Swift's ""Archer"" is explicitly about the box office defeat of the final Hunger Game… https://t.co/bBr3ZCKTz7",The `` dark side '' lyric Taylor Swift 's `` Archer '' explicitly box office defeat final Hunger Game… https //t.co/bBr3ZCKTz7,0.03333333333333333
1153782779575861250,Tue Jul 23 21:43:45 +0000 2019,Taylor Swift sitting in her mansion still trying to write the single that will breathe life back into the Hunger Games franchise,Taylor Swift sitting mansion still trying write single breathe life back Hunger Games franchise,-0.03571428571428571
1153607407030816768,Tue Jul 23 10:06:53 +0000 2019,Idk I practically never work with brands and am super used to being politely ghosted when I ask for press access to… https://t.co/WIgdsx4xPY,Idk I practically never work brands super used politely ghosted I ask press access to… https //t.co/WIgdsx4xPY,0.3333333333333333
1153606391086497793,Tue Jul 23 10:02:51 +0000 2019,And now like a couple weeks after opening they're doing the opening ceremony? Like I was kind of over the idea of w… https://t.co/ZXyorBe4EH,And like couple weeks opening 're opening ceremony Like I kind idea w… https //t.co/ZXyorBe4EH,0.6
1153606389702414336,Tue Jul 23 10:02:50 +0000 2019,"I'm actually really confused by the opening of this ride because they wouldn't announce an opening day other than ""… https://t.co/wqnE3AfvRt",I 'm actually really confused opening ride would n't announce opening day `` … https //t.co/wqnE3AfvRt,-0.4
1153605010963353601,Tue Jul 23 09:57:22 +0000 2019,Cool they did a blogger event :) https://t.co/j0EgylQMAr,Cool blogger event https //t.co/j0EgylQMAr,0.35
1153569252248440833,Tue Jul 23 07:35:16 +0000 2019,@Matt_mesh I customized one from Ironside which a few people had recommended! For most of the options I deferred to… https://t.co/1SVqFDBCJR,Matt_mesh I customized one Ironside people recommended For options I deferred to… https //t.co/1SVqFDBCJR,0.0
1153561204184403969,Tue Jul 23 07:03:17 +0000 2019,@jhug00 Uhh g-good computer,jhug00 Uhh g-good computer,0.0
1153560271312412672,Tue Jul 23 06:59:35 +0000 2019,I'm finally ordering my new computer https://t.co/wtCXYa5x5x,I 'm finally ordering new computer https //t.co/wtCXYa5x5x,0.06818181818181818
1153538847902457858,Tue Jul 23 05:34:27 +0000 2019,@DavidJBradley1 I don't know if that's true because if you held a gun to my head I could not identify which lioness was Sarabi,DavidJBradley1 I n't know 's true held gun head I could identify lioness Sarabi,0.35
1153538141833142272,Tue Jul 23 05:31:39 +0000 2019,I liked when Nala Lion challenged her in the final fight as though they were longtime nemeses because they were both girls,I liked Nala Lion challenged final fight though longtime nemeses girls,0.3
1153537721702289409,Tue Jul 23 05:29:59 +0000 2019,I personally felt really empowered by The Lion King (2019)'s decision to change Shenzi Hyena from a comic relief ev… https://t.co/KBL2DV8lM2,I personally felt really empowered The Lion King 2019 's decision change Shenzi Hyena comic relief ev… https //t.co/KBL2DV8lM2,0.15
1153528220811067392,Tue Jul 23 04:52:14 +0000 2019,@dropkickpikachu I've used yeti mics for 7 years,dropkickpikachu I 've used yeti mics 7 years,0.0
